dd0 Cell Density,dd0-dd1 Cell Density Gradient,dd1 Cell Density,dd1-dd2 Cell Density Gradient,dd2 Cell Density,dd2-dd3 Cell Density Gradient,dd3 Cell Density ,dd3-dd5 Cell Density Gradient,dd5 Cell Density,dd5-dd7 Cell Density Gradient,dd7 Cell Density,dd0 Aggregate Size,dd0-dd1 Aggregate Size Gradient,dd1 Aggregate Size ,dd1-dd2 Aggregate Size Gradient,dd2 Aggregate Size ,dd2-dd3 Aggregate Size Gradient,dd3 Aggregate Size ,dd3-dd5 Aggregate Size Gradient,dd5 Aggregate Size ,dd7 Aggregate Size ,dd5-dd7 Aggregate Size Gradient,Preculture Time [h],Start Preculture Perfusion [h after inoc] d1-d2,Presence of  IWP2 [h],Average DO concentration d0,Average DO concentration d1,Average DO concentration dd0,Average DO concentration dd1,Average DO concentration dd2,Average DO concentration dd3,Average DO concentration dd4,Average DO concentration dd5,Average DO concentration dd6,Average DO concentration dd7,Average DO concentration gradient d0,Average DO concentration gradient d1,Average DO concentration gradient dd0,Average DO concentration gradient dd1,Average DO concentration gradient dd2,Average DO concentration gradient dd3,Average DO concentration gradient dd4,Average DO concentration gradient dd5,Average DO concentration gradient dd6,Average DO concentration gradient dd7,dd0 Average of 2nd derivative DO,dd1 Average of 2nd derivative DO,dd2 Average of 2nd derivative DO,dd3 Average of 2nd derivative DO,dd5 Average of 2nd derivative DO,dd7 Average of 2nd derivative DO,Overall Average pH,Overall density gradient,Overall aggregate size gradient,d0 Average pH,d0 Average pH Gradient,d1 Average pH,d1 Average pH Gradient,dd0 Average pH,dd0 Average pH Gradient,dd1 Average pH,dd1 Average pH Gradient,dd2 Average pH,dd2 Average pH Gradient,dd3 Average pH,dd3 Average pH Gradient,dd4 Average pH,dd4 Average pH Gradient,dd5 Average pH,dd5 Average pH Gradient,dd6 Average pH,dd6 Average pH Gradient,dd7 Average pH,dd7 Average pH Gradient,dd0 Lactate Concentration,dd1 Lactate Concentration,dd3 Lactate Concentration,dd5 Lactate Concentration,dd7 Lactate Concentration,dd0 Glucose Concentration,dd1 Glucose Concentration,dd3 Glucose Concentration,dd5 Glucose Concentration,dd7 Glucose Concentration,dd10 CM Content
1.09,-0.2339449541284404,0.835,0.6946107784431139,1.415,0.6537102473498232,2.34,-0.0384615384615384,2.25,-0.4711111111111111,1.19,108.028983,0.120069787197756,121.0,0.1949847933884298,144.59316,0.1063321736657528,159.968065,0.0137093362978417,162.161121,169.60964,0.0459328287450603,47.5,25.0,46.5,94.54660784313728,69.90547272727274,65.55710666666667,65.21469523809525,56.52382962962962,43.25507878787879,41.46537499999999,61.63218666666667,49.46284536082475,34.21241438356165,-53.61299999999997,-6.493421350433816,0.3806896265560153,-0.6724350918790776,-1.23830152143845,-1.469155790267823,-5.066950475683243,-1.30363070539422,-7.419654309620519,0.7440362644233484,-272.2011054036274,1.414117346160835,-367.972436245752,1.270039949756336,5.404864588515999,0.0180536916098913,6.936219184621185,0.0917431192660549,0.570038292408992,7.114458333333333,-0.01783567771241,6.806726519337017,-0.0060483482726205,6.98591086350975,-0.0098696240132225,6.981866666666666,-0.0192461964038728,6.699140883977901,-0.0149668215078597,6.930894444444445,-0.017077973720609,6.756596100278552,-0.0079920017568376,7.027241666666666,-0.009040456431535,6.91906388888889,-0.0154996542185214,7.140292479108634,-0.0048864989193121,15.03,11.255,16.15,14.685,12.265,8.99,5.675,1.175,2.06,2.87,67.2
1.03,-0.4223300970873787,0.595,1.2100840336134453,1.315,0.7110266159695818,2.25,-0.1111111111111111,2.0,-0.2975,1.405,140.861525,0.1773437281755965,165.842433,0.0706211660558549,177.554419,0.2158313333784162,215.876226,-0.0015832544710134,215.534439,237.94028,0.103954806962427,47.5,25.0,46.5,93.407,75.38796363636364,70.10245333333333,73.81378095238095,66.4344,52.81001807228915,48.03271495327103,66.51512,57.98688501742161,36.13142456140351,109.9220833333333,-6.694498786030919,0.4596746887966804,0.0173698873740399,-1.326855232826186,-1.407886442033681,-4.093864462345242,-0.4282987551867197,-6.891264545392642,-0.3707305088447276,-7.573381772701604,-9.348678206402608,231.5709297468901,-9.622770486306562,-0.0359490517558592,0.036811242057483,6.828305371438193,0.3640776699029126,0.689178645481795,7.007158774373259,-0.0195604325552284,6.749096952908587,-0.0277136469695754,6.968898876404494,-0.0195031819665248,6.910225000000001,-0.0208686030428769,6.607519444444444,-0.0211652835408023,6.831016666666667,-0.0178278008298758,6.633373259052926,-0.0057635895005727,6.878924999999999,-0.0111222337482708,6.728511049723759,0.0018375323811882,6.9683286908078,-0.0072701949860726,15.375,9.05,16.2,14.075,13.075,8.8325,6.2,1.755,1.9025,2.905,78.7
0.92,-0.0434782608695652,0.88,0.6875000000000001,1.485,0.4276094276094276,2.12,0.2688679245283017,2.69,-0.3903345724907063,1.64,135.006682,0.2202724899201655,164.74494,0.0428319922906281,171.801294,0.1098706450953738,190.677213,0.0695845968757683,203.94541,209.92342,0.029311814372287,47.5,25.0,46.5,94.90428,76.54830379746835,71.39626785714286,75.56884276729559,69.37321686746986,57.51148958333334,52.13201809954751,62.10383842794759,49.21367682926829,21.90410377358491,108.0182653061224,-10.75960964539491,0.5442768227624536,-0.0310921965200314,-1.789017266262235,-1.771972008352434,-9.264902003072429,-1.860772299516724,-9.193234870267204,-0.4648580338734632,-302.3456352955187,-76.10493264583467,-275.6008187629888,-54.6506582051084,0.6180462476522023,0.1379682576918013,6.834254026617147,0.7826086956521737,0.5549113339441968,7.009580555555556,-0.019925507691952,6.794005555555555,-0.0110411479944674,6.947690807799443,-0.0195492897513847,6.897330555555555,-0.0238680843706779,6.544486111111111,-0.0109980982019363,6.850480555555555,-0.0181189488243428,6.657805013927577,-0.00956581791283,6.893555555555554,-0.0124140733056707,6.730241666666666,-0.0076232710926695,7.017363888888889,-0.0073316044260026,15.1275,12.2225,16.205,17.475,14.4,9.195,4.99375,1.275,0.555,1.535,81.8
0.89,0.0056179775280898,0.895,0.4134078212290501,1.265,0.7549407114624509,2.22,0.1216216216216216,2.49,-0.3634538152610442,1.585,127.46340270270264,0.1131910414391552,141.891118,0.1038818229623082,156.631026,0.0580555285387711,165.724323,0.1323552487826424,187.658807,187.59595,-0.0003349536374277,47.5,25.0,46.5,114.3677924528302,90.39561643835616,74.44434666666666,76.70371428571428,68.94917037037037,57.20951515151515,53.03221078431373,66.92704659498209,56.31235313531353,39.58513840830449,0.7753846153849847,69.65091772248805,0.0677618257261406,-0.0927818612922396,-1.30403088981097,-1.083306676725763,-3.215741731028557,-2.205754767858211,-6.220281841307786,0.0775369352036756,-335.1447535523502,8.567212353237387,-56.04783047868657,5.06728498857394,1.737127328765771,0.0449334765241916,6.847582424997709,0.7808988764044943,0.4717632357387422,7.011533519553073,-0.0214658809581925,6.74918611111111,-0.0075790110650065,6.884802777777777,-0.0209541839557397,6.910025000000001,-0.0259099239280774,6.616598885793872,-0.0113617818051525,6.861672222222223,-0.0162887275242044,6.687155988857938,-0.0050262948022977,6.908152777777778,-0.0097890733056705,6.809908077994428,-0.0075898357586175,7.036788888888889,-0.005207468879668,15.245,11.05,14.05,14.325,12.6,9.0475,6.1,1.54,1.325,1.615,87.4
0.85,0.4117647058823529,1.2,0.3791666666666667,1.655,0.2447129909365559,2.06,-0.2354368932038835,1.575,0.1174603174603175,1.76,101.1880667752442,0.3022435626141105,131.7715085714285,0.0100119326436967,133.09079603960396,0.0916428875539148,145.2876208955224,0.3307312365508937,193.338775409836,172.70610990712075,-0.1067176796738186,46.0,25.0,48.0,91.16841176470588,78.3261111111111,71.5049090909091,70.45526666666666,66.23787179487178,67.08010344827586,69.87471578947368,58.98165714285715,52.37674074074074,17.26544736842105,162.3966666666666,-8.405643634143653,-5.797063393828196,-7.135544920646206,1.08170723966292,-0.5788854363201911,-12.86999280852763,-2.56116249354979,-12.2766204893399,0.63119930010181,-100.6084725315455,-114.7083874630203,-156.234659783515,-35.60178864616125,1810.39702785946,4.267483620456072,7.233605195099511,1.0705882352941176,0.7067833728924797,6.957142857142858,-0.0267378106877922,7.863783783783783,-0.207034427496181,7.725285714285713,-0.2060597974189474,6.93015625,-0.0171079566395458,6.086666666666668,0.0005729781270102,7.112074074074074,-0.0083611163852392,7.243785714285715,-0.0571868318755655,8.247941176470588,-0.2902455338779439,7.118535714285715,-0.0630863945578597,7.05068,-0.0040881447963801,15.47,13.818782051282048,15.83,15.776212121212122,12.88,9.11,3.647831196581196,0.0,2.125769230769232,1.36,97.4
0.54,-0.037037037037037,0.52,3.567307692307692,2.375,-0.1578947368421052,2.0,-0.425,1.15,-0.5217391304347825,0.55,83.00537420494697,0.6070606332236625,133.39466923076915,0.1513139519865538,153.579143806016,-0.1038001150918993,137.63761100323617,-0.0620554240664922,129.09645068493143,106.2882451127819,-0.1766756982948703,45.0,25.5,48.0,82.651,83.1285,80.70272727272727,74.8087619047619,80.24955000000001,61.32888095238096,44.43337209302326,43.99624324324324,70.53503846153846,45.71030158730159,0.7835470805682406,-0.0434846310020639,-0.8362202941586805,-1.433052054276831,12.88012098860789,-2.004641589184624,-1.617429573936916,1.175399321216801,-11.57295881137496,7.25272880260143,-18.61818769565417,57.01620419414744,-15.98052543480786,-0.4627752010140097,-16.68802288964406,-0.0140654257911156,7.175829048895733,0.0185185185185185,0.2804983548456468,7.168529411764706,-0.0162464688421354,7.043970588235292,-0.0229639603009404,6.848333333333333,-0.0404870369050691,7.170032258064515,0.0169644775080231,7.30555172413793,-0.0789976222969084,7.302961538461537,-0.0081990398497471,7.157555555555557,-0.0078636363380946,7.374548387096774,-0.0778851508043793,7.246115384615385,-0.0047996669840771,7.140692307692309,-0.0031242359190416,13.535,13.75,18.3,12.25,13.075,10.1775,4.015,0.1025,2.4725,4.4225,14.5
0.5,0.3919999999999999,0.696,2.4482758620689657,2.4,0.25,3.0,-0.4933333333333333,1.52,-0.3815789473684211,0.94,71.4858797,0.5828553901113984,113.15181,0.3756778210107966,155.66043542422767,-0.0385946623430568,149.6527734788564,-0.2021667809793778,119.397954,120.954296,0.0130349134793381,45.0,25.5,54.0,86.77266666666668,85.97583333333334,83.18036363636362,77.20554545454547,81.92998837209304,62.07762068965517,41.06874999999999,38.58314285714285,73.42994444444444,63.5997962962963,-2.000521212121208,-0.3079802487728766,-0.659208689020897,-1.109578558265363,14.37430593892994,-2.904575591795497,-1.354097933314498,0.652785069838831,-27.84078592205648,5.27931376439606,10.07629889625556,-2.430028234289428,-12.682381929589,-0.1786692947413882,-53.94514191788163,-0.0025254670932284,7.051758861093236,0.8799999999999999,0.6920026235614752,6.861054054054054,-0.0699906234930593,7.052771428571428,-0.0261924459389377,6.754925925925925,0.0001288182712556,7.104897435897435,-0.140008528000297,6.9598,-0.1397006566624875,7.294269230769231,-0.00638122169864,7.136214285714287,-0.0066592831046061,7.03115625,-0.0647803922013286,7.215692307692308,-0.0049156953996596,7.106807692307693,-0.0040480769098718,13.235,14.5,17.55,13.55,14.5,10.47,3.4625,0.09,2.5775,4.26,5.36
0.45,0.4844444444444445,0.668,2.41317365269461,2.28,0.3157894736842106,3.0,-0.41,1.77,-0.5141242937853108,0.86,71.7095987,0.6462021561975356,118.048496,0.224862365040212,144.59316,0.1063321736657528,159.968065,-0.1865213722501424,130.130602,150.50537,0.1565716878801497,45.0,25.5,54.0,74.83959999999999,74.29962499999999,71.73133333333332,64.33934615384615,67.04132954545454,45.88173333333334,27.27057575757576,27.61144827586207,67.73957009345796,62.60647457627119,-0.3487802197802268,-7.112968998311935,-1.357969697795186,-1.798266377109432,12.7484231355709,-2.636058379047856,-0.967926138277798,0.9032980461712584,-7.898257359368904,9.60567503967333,27.93855109830913,-27.82882296239416,7.91853856289257,-0.3302256616152303,-51.49396290148513,-0.4504975027309033,7.00955886919532,0.911111111111111,1.098817630114558,7.019027777777777,-0.0742880074315236,7.062885714285714,-0.0235036727262265,6.7728,-0.0007831578921859,6.782361111111111,0.0014037248778472,7.057799999999999,-0.0744540650278002,7.234884615384615,-0.0069166666440988,7.066148148148148,-0.0056141899105267,6.937064516129033,-0.1210970412953612,7.135962962962964,-0.0054361371185341,7.026653846153847,-0.0041043955910042,13.3725,12.4,15.525,14.125,13.2,10.3375,3.0725,0.1225,2.7275,3.115,10.7
0.96,-0.0520833333333332,0.91,1.0274725274725274,1.845,0.2249322493224931,2.26,-0.0486725663716813,2.15,-0.4674418604651162,1.145,123.49966,0.1343114288735694,140.0870758,0.1258910138518288,157.7227798,-0.017753882499096,154.9225881,0.0794136010176812,167.2255487,166.532545,-0.0041441257354952,47.0,25.0,48.0,88.48225581395349,72.24465957446809,70.76629629629628,71.63002727272728,64.66285714285713,54.23885798816568,49.05521799307958,68.11648924731183,57.11934114583332,33.89586270491802,-33.18188524590164,-3.227426061622675,-0.3330791598119852,-0.3019479441719922,-0.9730114107883372,-1.12896474256667,-6.128570266951811,-3.513434685159915,-7.055514245104244,0.9338105728568936,-377.344324948022,-72.78990694534231,-717.8779082313779,-93.25180617552655,-5.976463418762354,-727.0881687571448,6.97446771534364,0.1927083333333334,0.3484453722382716,7.147822222222223,-0.0185895005721286,6.803916897506925,-0.0014821668716442,7.10767867036011,-0.0356307398765534,7.122744444444445,-0.0255769363762103,6.605975138121546,0.0086603929300154,6.938963888888889,-0.0218425541724306,6.838134078212291,-0.0096360022253646,7.10849860724234,-0.0075611137438016,6.944388888888889,-0.0054572959889352,7.126554317548748,-0.0083544654931282,14.6025,13.815,17.42,19.555,15.825,9.1975,4.315,0.0,0.65,2.92,68.2
0.59,0.2903389830508475,0.7613,0.5237094443714698,1.16,0.2758620689655173,1.48,0.5337837837837838,2.27,-0.4977973568281938,1.14,131.3693454,0.1905063317762411,156.3960375,0.1224754821553583,175.5507176,-0.0714612903410884,163.0056368,0.3031748543802505,212.424847,234.862563,0.1056266077950852,47.0,25.0,48.0,96.9770681818182,80.8260980392157,78.74399999999999,80.46413333333334,72.10759259259261,59.3335243902439,45.69624299065421,19.02594252873563,22.85753548387097,19.87352447552447,-15.35157262676327,-4.253360995850631,0.4080489626556019,-0.1391641967990557,-1.397169663439374,-1.366944641230646,-18.43511517279025,-2.992121335232766,-13.85351414910026,0.1730268693961801,-174.0768082784779,46.98976427633563,0.0108641487750111,-126.6753159268861,0.0849822446244133,-113.713067791504,6.8991837047793485,0.9322033898305084,0.7878034048573407,7.106336111111111,-0.0219335059351125,6.901819444444444,-0.0034166666666666,7.034314763231199,-0.0332096418127801,6.873633053221288,-0.0348240873112728,6.629608333333333,0.0013756915629319,7.028253521126761,-0.0228116416340356,6.820483240223465,-0.0255281184079326,6.882358333333334,-0.0145803941908711,6.726919444444444,-8.644536655734293e-07,6.9881108033241,-0.0090131722623871,14.065,19.075,18.015,20.375,20.59,9.3383,3.0,0.0,1.26,0.57,79.2
0.58,0.7241379310344829,1.0,0.1499999999999999,1.15,0.2,1.38,0.3043478260869566,1.8,-0.3555555555555556,1.16,135.2253695,0.1201021085026503,151.4662215,0.0999958264622057,166.6122115,-0.0417781574191517,159.6514603,0.1881895890181218,189.696203,218.067753,0.1495630885136905,47.5,25.0,48.0,93.48995348837208,82.86674000000001,80.63533333333334,82.78334285714286,74.57134814814815,61.38816363636363,51.10496984924622,53.5854126984127,55.94519230769231,35.58568881118882,133.8335792349726,-4.53185186721993,0.503964315352697,-0.0638304682868996,-1.516147994467495,-1.274957751791776,-3.091125946865345,-4.754224047225125,-4.607094906404914,-0.5635480805501288,-305.3981229063989,-366.1287895484779,-0.0300139568012141,-256.8712366767733,0.2334755126465087,-222.4157863313389,6.933796532339622,1.0,0.6126245674632822,7.088491666666666,-0.0203937863359493,6.888705555555556,-0.0042491355463345,6.923255555555555,-0.0204906639004173,6.870619047619048,-0.0309716749770465,6.660002777777778,0.001208333333333,7.107340720221607,-0.0439399051804885,6.923455555555555,-0.0172041839557428,6.986719444444445,-0.0129552213001384,6.806044444444446,-0.0018749999999995,7.083330555555555,-0.0067750115260487,14.285,19.16,18.12,18.605,18.985,9.255,2.725,0.0,2.56,0.625,90.1
0.7,0.585714285714286,1.11,0.4234234234234234,1.58,0.2974683544303795,2.05,0.4926829268292684,3.06,-0.3464052287581699,2.0,115.073049960774,0.2335405235925081,141.9472703,0.2458664145230835,176.8473367,-0.0759471013283289,163.4162941,0.176112094932154,192.19588,190.704754,-0.0077583661002513,48.0,25.0,48.0,107.6614565217391,85.82748529411765,82.33641975308642,82.58655932203389,72.6241724137931,56.89223636363635,41.13959042553191,77.83090397350992,78.55841967213115,79.8436,128.7166557377048,-7.048695386868432,0.3844557143588805,-0.2282623602222485,-1.951578337387245,-1.499998868351559,-0.5556854900198129,-2.666840439966518,-2.958653081424605,0.054189124262944,-210.4737569036817,-495.6429553096249,0.0284346322371312,-1403.967041748615,0.2707504928440623,13.62899727574588,6.934575210832255,1.8571428571428572,0.657249495559623,7.076537396121883,-0.0217890733056708,6.877629526462395,-0.0048884060148636,7.008624309392266,-0.0531975424680784,6.866441988950276,-0.0141570010083108,6.734584958217271,-0.0009603092962239,6.992326815642459,-0.0293102529034025,6.849237569060773,-0.030501593269298,6.962063888888888,-0.0102468879668045,6.843341666666666,-5.186721990638188e-07,7.134963988919668,-0.027270261261363,13.94,15.845,16.205,18.05,17.225,9.19,3.705,0.0,0.94,0.565,96.1
0.8,0.4124999999999998,1.13,0.8318584070796461,2.07,-0.4033816425120772,1.235,-0.3700404858299595,0.778,-0.794344473007712,0.16,122.574,0.1674090753340838,143.094,0.0104767495492474,144.59316,0.0190039418185479,147.341,-0.1653239763541716,122.982,164.588,0.3383096713340163,48.0,25.0,48.0,109.2319411764706,83.45067213114753,76.59206493506494,71.67375238095238,56.64379861111112,40.00169540229885,32.64286425339367,38.777632,48.79317845117846,52.02087480438185,113.138954098361,-7.730302700496589,-0.8843746874384263,-1.32993242442205,-2.354035846012247,-2.13598652657805,-7.675298804618029,-3.293845796097476,-5.647220308609366,2.927228793913772,-314.0021681315395,66.73529585157007,-393.9426539631915,-392.7727100997345,-62.92408816193185,-27.02030445932252,7.025237229124727,-0.7999999999999999,0.3427643709106335,7.164214484679666,-0.0181379378288787,6.749702777777778,-0.0050402835408022,6.86836111111111,-0.026575899031812,6.902780555555556,-0.0276993430152143,6.732679665738162,0.0025064436713322,7.18023463687151,-0.0072758408864364,7.069725761772853,-0.0167585430052528,7.262387186629526,-0.0038010148059963,7.182780555555556,-0.002540283540802,7.139505555555558,-0.0012491355463347,14.8075,15.565,16.15,10.46,15.37,8.2775,2.735,0.0,5.035,0.525,93.0
0.75,0.2933333333333333,0.97,0.8041237113402062,1.75,-0.2942857142857142,1.235,0.2064777327935221,1.49,0.2550335570469799,1.87,111.954,0.2505046715615342,139.999,0.1372735153231675,159.21715487172813,-0.1003356383588086,143.242,0.2190768070817218,174.623,188.8,0.0811863271161303,48.0,25.0,48.0,97.8947906976744,79.57854901960783,72.87649333333333,69.46151428571429,54.49092592592592,37.90421818181819,28.60296601941748,78.26382935153583,79.10737953795379,79.86266083916084,-38.95738095238097,-5.089345456024729,-0.4060282157676332,-1.101033195020746,-2.096244352236052,-1.507986043002639,-8.389292583700946,2.975667845167661,-3.295431105794627,0.0840190929402057,-116.8201656590052,-503.0010688243114,0.1697611592518193,-464.5121032378371,2.308745514680529,-474.9736599584581,6.906756190724993,1.4933333333333334,0.6864069171266772,7.069016666666665,-0.0167495001098024,6.817202777777778,-0.0042066044260028,6.96772191011236,-0.029487738356101,6.875625000000001,-0.0317837136929462,6.770380555555556,0.0004581604426003,7.074851123595505,-0.0222846053429069,6.873002762430939,0.0084918378536943,6.986111111111111,-0.0131626901798066,6.800702777777777,-0.0024159751037342,6.832947222222222,0.0150893391605921,14.97,14.505,14.97,14.5,7.92,8.5075,2.35,0.0,2.005,6.075,94.9
1.0,0.3400000000000001,1.34,0.203731343283582,1.613,0.0787352758834469,1.74,-0.0689655172413792,1.62,0.4012345679012344,2.27,117.447,0.2411044981991877,145.764,-0.0068826599287344,144.76075595814797,0.1597825590834801,167.891,0.6510295370210434,277.193,217.879,-0.2139808725328561,48.0,25.0,48.0,108.6018333333333,96.08605769230768,91.55270666666668,90.38289565217394,81.49162068965516,66.90279365079365,47.91816292134831,75.21092523364486,71.68525221238939,52.39971333333334,155.588440441251,-4.775310405362286,-0.0796298755186715,-0.2793157135125356,-3.071088183823451,-2.214132692265499,-1.55556380917381,-3.435819811990359,-2.633018568570775,-0.3427011756570806,-494.5622559573263,-84.54040867042579,-161.8684554494431,-41.46971640911131,-23.9914267353394,-5.54575876392343,7.022591205603301,1.27,0.8551261420044785,7.249019444444444,-0.0261220656734359,6.923588888888889,-0.0068312586445367,7.112120786516853,-0.0314685999347289,6.958860724233983,-0.0301612362602434,6.79026330532213,0.0038786801027472,7.159199999999999,-0.024198481419247,6.867848739495798,-0.0043280797796295,7.068866666666668,-0.0154548755186719,6.92166016713092,0.0015060853685313,7.174483333333333,-0.0064562586445367,13.607678571428574,16.52,14.366666666666667,19.7,18.395,9.495084615384618,2.56,1.910347222222222,0.82,0.0,95.8
1.18,-0.2711864406779661,0.86,0.8720930232558141,1.61,0.3478260869565216,2.17,-0.4516129032258064,1.19,-0.2184873949579831,0.93,129.734,0.1238842554765905,145.806,0.049218289599422,152.98232193333334,0.1758809627585079,179.889,0.0398745893300869,187.062,161.408,-0.1371416963359742,48.0,25.0,48.0,89.98995,79.95634,76.6512,76.62747619047619,64.40371851851852,51.09483636363636,43.12238073394496,78.8684384057971,79.25350498338871,79.94697543859648,139.3484615384615,-4.049770059325814,0.1791435684647291,-0.6363728512151754,-1.695781927155372,-1.37563560920408,-8.72819931232092,3.955200627177827,-2.988335788105314,0.0431880323214655,-475.5925124072854,8.096565020269377,569.3645998320183,-949.5917054264488,5.836639633690437,-0.0341180635654807,7.099087937882227,-0.2118644067796609,0.2441457135369292,7.167330555555554,-0.0287413169361643,6.837351800554017,-0.0051466988979399,7.198851540616246,-0.0219275428013528,7.121966573816156,-0.0252219359012564,6.836477653631285,-0.0069516562739052,7.119952646239555,-0.0154984454281719,6.927044692737431,-0.0054890006722455,7.264025,-0.0036656293222682,7.210530726256983,-0.0017185725213848,7.307348189415042,-0.0033342618384401,13.607678571428574,12.17,14.366666666666667,18.11,12.245,9.495084615384618,4.83,1.910347222222222,1.87,4.535,73.7
1.28,-0.17578125,1.055,0.7061611374407585,1.8,0.2388888888888888,2.23,-0.0717488789237668,2.07,-0.2657004830917874,1.52,113.494,0.1654977355631133,132.277,0.189897881504178,157.39612207172814,0.0338691821507679,162.727,0.1297572007103923,183.842,174.642,-0.0500429716822054,48.0,25.0,48.0,92.301175,81.52874509803922,78.11153333333333,77.7210380952381,65.49367407407408,49.21733333333334,33.26366028708134,19.87612857142857,22.7401606557377,19.86016901408451,143.745712484237,-4.518033113660412,0.2065336099585069,-0.6982003556609353,-1.79886030428769,-1.763960015088635,-13.84234129553116,-6.765119927789969,-14.59946911280889,0.0542891039111358,-118.2551619128016,-137.7717372865455,0.0920510042009399,-124.6497073337371,10.77989121258277,0.0919287718874268,6.899329866718522,0.1875,0.5387773803020424,7.046952777777778,-0.027405136444018,6.80475208913649,-0.0071432864457517,7.024628169014085,-0.0235283735608667,6.886407303370786,-0.0325496721553544,6.6502,-0.0006671853388659,6.946164804469273,-0.017341848443405,6.73310924369748,-0.0083599497890441,7.000847222222223,-0.0124137275242045,6.872551820728292,-0.0032750444576192,7.027685236768803,-0.0071427663287833,13.607678571428574,14.02,14.366666666666667,19.37,6.915,9.495084615384618,4.47,1.910347222222222,1.06,0.325,94.7
1.12,-0.2500000000000001,0.84,0.324404761904762,1.1125,-0.101123595505618,1.0,0.1599999999999999,1.16,-0.1443940056987195,0.9925029533894852,125.273,0.3839853759389494,173.376,-0.138290557179973,149.399736358365,0.4477000112048054,216.286,0.1754251315387958,254.228,183.001081,-0.2801694502572495,48.0,25.0,48.0,103.7522666666666,99.5922391304348,91.50082051282052,79.71362831858407,116.751892,64.01468604651161,43.61248372093024,50.01972321428572,68.07740772532189,58.97986851211073,-1.875654653415561,-2.374786082226636,-1.963589571838005,-2.611827609579261,7.390816279682277,-4.121784619892528,1.801828983945049,-0.4083708847942577,-3.601877304363406,0.6582513687634606,-245.4911613930184,-10.42551360700269,-357.9053260758703,-3.003691682453421,-95.95064039633152,-25.00704235549544,6.91626854811676,-0.1138366487593882,0.4608182210053241,7.140623626373626,0.0059365450500826,6.993194444444445,-0.0164867879898952,6.765022284122563,0.0005510877107212,7.057452777777778,-0.0135381617650005,6.913556786703601,0.000249856774175,6.952480555555556,-0.0137462039234675,6.741802228412258,0.000208951524865,6.975044444444444,-0.015246309876498,6.761102777777777,-0.0003332305518964,6.862405555555555,0.0057900107458362,13.0725,14.695,15.765,17.575,16.165,8.6925,4.09,0.0,2.075,0.0,47.9
0.99,-0.2525252525252525,0.74,0.5635135135135135,1.157,0.1495246326707001,1.33,0.300751879699248,1.73,-0.1443940056987195,1.4801983701412151,130.172,0.3690348154749102,178.21,-0.1222113468565624,156.430715876692,0.400754313319925,219.121,0.3516458942775907,296.174,200.4400405,-0.3232355287770027,48.0,25.0,48.0,80.8974375,79.66424444444442,79.64446666666667,79.72400952380953,80.42152112676057,79.5228303030303,80.1473785046729,80.01926339285716,77.6783602484472,79.98037762237762,-1.015773211606034,-0.0629385053011474,-0.0419920392801616,0.1642982682353545,0.4060130895581668,0.0584301232595913,1.105473191919367,-0.0560521007127817,-2.733147292201194,0.1719554104490728,-473.0345753018258,7.364391678746087,-467.7756478784459,0.0005603777645145,-0.0224327960806511,7.87082970984144,6.903343289430907,0.4951498688295102,0.5398091793934179,6.974305322128851,-0.0231258105864491,6.872530555555556,-0.0132034624360615,6.794235294117648,-0.0010918935619137,6.914247222222222,-0.0127460205860022,6.874336134453783,-0.0091150241092162,6.863947222222222,-0.0090810091758697,6.805769444444445,0.0015833705230997,7.019211699164345,-0.0064748519921573,6.917052777777777,-0.0008330286454409,6.997797222222222,0.005706729395485,13.565,14.27,15.66,16.475,16.14,9.52,4.54,0.0,1.615,0.0,72.3
0.96,-0.40625,0.57,1.2456140350877196,1.28,-0.0421875,1.226,0.2234910277324633,1.5,-0.1443940056987197,1.2834089914519204,118.019,0.2785229496945405,150.89,-0.0140211721591489,148.774345332906,0.463941914935972,217.797,0.0745694385138455,234.038,206.12985766666668,-0.1192462007594208,48.0,25.0,48.0,19.401375,20.01117777777777,19.96508,19.89346666666666,27.27356621004566,19.68375757575758,19.93910606060606,19.93975,22.93562,20.03403125,0.3979075060257832,-0.0973458422557498,0.0636426357851792,0.0437227546865788,-0.4350166671549676,0.0331971744532976,0.7729315957170275,-0.0359791015612582,-14.95373191451775,0.1638362137243243,-20.58820530706547,2.368871876700758,-127.550588591467,0.0318150011477674,8.576040902619667,3.794527473053516,6.895773587885479,0.3368843660957505,0.746581971264514,6.969392757660168,-0.0280365800949808,6.852458333333334,-0.0165364199639761,6.812125348189415,-0.021010958249301,6.869899999999999,-0.0148289018724063,6.837175487465182,-0.0219727997759476,6.792822222222223,-0.011413846258038,6.806330532212885,0.0003363436885932,6.951231197771588,-0.0078115146737907,6.958480555555555,0.0065398010493606,7.107819444444443,0.005873586432516,13.685,15.0,16.26,18.39,17.285,8.945,4.785,0.0,1.36,0.0,82.0
